Memory,Storage,Camera,Rating,Selling Price,Original Price,Discount,discount percentage
4 GB,64 GB,Yes,4.4,11990,15499,3509,22.64017033356991
6 GB,128 GB,Yes,4.5,19999,19999,0,0.0
12 GB,256 GB,Yes,4.3,29999,32999,3000,9.09118458135095
,Expandable Upto 16 GB,Yes,4.3,1882,1882,0,0.0
8 GB,256 GB,Yes,4.3,23490,25990,2500,9.619084263178143
8 GB,256 GB,Yes,4.3,29999,31999,2000,6.250195318603706
4GB,64 GB,Yes,4.6,63999,65900,1901,2.8846737481031868
2 GB,16 GB,Yes,3.7,6200,9991,3791,37.94414973476128
8 GB,,Yes,4.5,20999,20999,0,0.0
2 GB,128 GB,Yes,4.5,44900,44900,0,0.0
2 GB,128 GB,Yes,4.5,34900,34900,0,0.0
4 GB,64 GB,Yes,4.3,13999,16999,3000,17.648096946879228
12 GB,256 GB,Yes,4.4,35999,38999,3000,7.692504936024
8 GB,128 GB,Yes,4.3,39999,45000,5001,11.113333333333332
8 GB,128 GB,Yes,,49999,55999,6000,10.714477044232932
16 MB,Expandable Upto 32 GB,Yes,3.8,3974,4179,205,4.905479779851639
2 GB,32 GB,Yes,4.4,8999,8999,0,0.0
4GB,64 GB,Yes,4.6,54900,54900,0,0.0
3 GB,16 GB,Yes,3.7,8950,8950,0,0.0
4 GB,64 GB,Yes,4.2,12999,12999,0,0.0
4GB,256 GB,Yes,4.7,131900,131900,0,0.0
8 GB,128 GB,Yes,4.3,23999,25999,2000,7.692603561675448
4 GB,64 GB,Yes,4.3,10999,10999,0,0.0
1 GB,16 GB,Yes,3.8,5499,5499,0,0.0
4 GB,64 GB,Yes,4.0,62990,62990,0,0.0
4 GB,64 GB,Yes,4.3,10499,11999,1500,12.501041753479456
4GB,128 GB,Yes,4.5,61999,64900,2901,4.469953775038521
8 GB,256 GB,Yes,4.3,13990,13990,0,0.0
8 GB,128 GB,Yes,4.4,19999,19999,0,0.0
6 GB,128 GB,Yes,4.3,25999,29999,4000,13.333777792593088
3 GB,32 GB,Yes,4.2,10440,10440,0,0.0
6 GB,128 GB,Yes,4.5,19999,19999,0,0.0
6 GB,128 GB,Yes,4.2,17499,18999,1500,7.8951523764408655
8 GB,128 GB,Yes,4.6,59900,59900,0,0.0
4GB,1 TB,Yes,4.7,169900,169900,0,0.0
1 GB,8 GB,Yes,3.0,8999,8999,0,0.0
6 GB,64 GB,Yes,4.2,18187,18990,803,4.228541337546076
6 GB,128 GB,Yes,,15999,17999,2000,11.111728429357187
6 GB,128 GB,Yes,4.2,20999,20999,0,0.0
6 GB,128 GB,Yes,4.1,20999,23999,3000,12.500520855035626
6 GB,128 GB,Yes,,129900,129900,0,0.0
4 GB,64 GB,Yes,4.4,12349,12349,0,0.0
16 MB,2 MB,Yes,4.2,2875,2999,124,4.134711570523508
4GB,512 GB,Yes,4.7,150800,150800,0,0.0
3 GB,32 GB,Yes,4.0,11499,13499,2000,14.815912289799243
4 GB,64 GB,Yes,4.4,9999,11999,2000,16.668055671305943
64 MB,Expandable Upto 32 GB,Yes,3.7,3499,3499,0,0.0
3 GB,32 GB,Yes,4.3,10490,12990,2500,19.24557351809084
6 GB,128 GB,Yes,4.3,24999,29999,5000,16.66722224074136
3 GB,32 GB,Yes,4.5,8499,10999,2500,22.729339030820984
2 GB,16 GB,Yes,4.5,31971,31971,0,0.0
4 GB,64 GB,Yes,4.4,10490,11990,1500,12.51042535446205
2 GB,32 GB,Yes,4.4,8999,10499,1500,14.287074959519956
2 GB,16 GB,Yes,3.8,4750,4750,0,0.0
4 GB,64 GB,Yes,4.5,10999,10999,0,0.0
4 MB,4 MB,Yes,4.2,1340,1340,0,0.0
3 GB,16 GB,Yes,4.0,13999,13999,0,0.0
3 GB,32 GB,Yes,4.2,14990,14990,0,0.0
6 GB,64 GB,Yes,4.4,14990,14990,0,0.0
3 GB,32 GB,Yes,4.2,9499,10499,1000,9.52471663967997
3 GB,16 GB,Yes,4.0,9999,9999,0,0.0
6 GB,128 GB,Yes,4.5,24999,24999,0,0.0
3 GB,32 GB,Yes,4.0,14500,14500,0,0.0
3 GB,32 GB,Yes,4.2,7900,7900,0,0.0
4GB,64 GB,Yes,4.5,56999,59900,2901,4.843071786310517
4GB,128 GB,Yes,4.6,54900,54900,0,0.0
4 GB,64 GB,Yes,4.2,10999,14999,4000,26.668444562970866
4 GB,64 GB,Yes,4.0,29490,29490,0,0.0
3 GB,32 GB,Yes,4.2,8999,8999,0,0.0
8 GB,128 GB,Yes,4.4,27499,34999,7500,21.4291836909626
2 GB,128 GB,Yes,4.5,55999,55999,0,0.0
4GB,128 GB,Yes,4.6,54900,54900,0,0.0
2 GB,16 GB,Yes,3.9,8588,8588,0,0.0
6 GB,128 GB,Yes,4.3,30900,30900,0,0.0
6 GB,64 GB,Yes,4.2,19999,19999,0,0.0
2 GB,16 GB,Yes,4.0,8599,8599,0,0.0
4 GB,,Yes,4.5,10999,10999,0,0.0
2 GB,32 GB,Yes,4.0,7490,8490,1000,11.778563015312132
4 GB,64 GB,Yes,,29990,34990,5000,14.289797084881394
4 GB,64 GB,Yes,4.3,9999,11999,2000,16.668055671305943
2 GB,16 GB,Yes,3.9,6399,6399,0,0.0
4 GB,128 GB,Yes,4.3,29999,29999,0,0.0
6 GB,128 GB,Yes,4.4,24600,24600,0,0.0
3 GB,32 GB,Yes,4.3,12999,12999,0,0.0
8 GB,128 GB,Yes,4.3,26999,29999,3000,10.000333344444815
4 GB,64 GB,Yes,4.4,26600,26600,0,0.0
6 GB,128 GB,Yes,4.6,73600,73600,0,0.0
6 GB,128 GB,Yes,4.1,18999,18999,0,0.0
4 GB,32 GB,Yes,4.0,52990,52990,0,0.0
3 GB,32 GB,Yes,4.1,7990,7990,0,0.0
12 GB,256 GB,Yes,4.4,14990,14990,0,0.0
3 GB,32 GB,Yes,4.1,7999,7999,0,0.0
6 GB,1 TB,Yes,,179900,179900,0,0.0
6 GB,512 GB,Yes,4.6,139900,139900,0,0.0
8 GB,128 GB,Yes,4.4,20999,25999,5000,19.231508904188622
4 GB,64 GB,Yes,4.2,11510,11510,0,0.0
4 GB,64 GB,Yes,4.4,32990,35990,3000,8.335648791330925
8 GB,256 GB,Yes,4.6,60990,60990,0,0.0
2 GB,16 GB,Yes,3.7,27330,27330,0,0.0
6 GB,512 GB,Yes,,159900,159900,0,0.0
18 GB,512 GB,Yes,,79999,85999,6000,6.976825311922232
4 GB,64 GB,Yes,4.3,9999,11999,2000,16.668055671305943
1.5 GB,16 GB,Yes,4.3,17000,17000,0,0.0
2 GB,16 GB,Yes,4.5,41999,41999,0,0.0
8 GB,128 GB,Yes,4.5,20999,20999,0,0.0
1 GB,16 GB,Yes,3.1,4150,7250,3100,42.75862068965517
3 GB,32 GB,Yes,4.3,11000,11000,0,0.0
6 GB,128 GB,Yes,4.3,37999,43000,5001,11.630232558139534
4 GB,64 GB,Yes,4.3,12990,13990,1000,7.147962830593281
2 GB,16 GB,Yes,3.9,15999,15999,0,0.0
1 GB,4 GB,Yes,3.5,15200,15200,0,0.0
1 GB,8 GB,Yes,3.9,4599,4599,0,0.0
2 GB,16 GB,Yes,4.4,10995,10995,0,0.0
2 GB,32 GB,Yes,4.3,7499,8999,1500,16.6685187243027
4 MB,4 MB,Yes,4.2,1000,1000,0,0.0
6 GB,64 GB,Yes,4.5,14990,14990,0,0.0
1 GB,16 GB,Yes,4.4,36499,36499,0,0.0
4 GB,64 GB,Yes,4.3,8999,9999,1000,10.00100010001
6 GB,128 GB,Yes,4.4,44990,55000,10010,18.2
6 GB,128 GB,Yes,4.4,15999,17999,2000,11.111728429357187
6 GB,64 GB,Yes,4.3,35999,35999,0,0.0
4 GB,64 GB,Yes,4.4,10999,10999,0,0.0
4 GB,64 GB,Yes,3.9,11999,13999,2000,14.286734766769056
4 MB,Expandable Upto 16 GB,Yes,4.2,1860,1860,0,0.0
3 GB,32 GB,Yes,4.3,8999,8999,0,0.0
3 GB,32 GB,Yes,4.1,51000,51000,0,0.0
3 GB,32 GB,Yes,3.9,9999,9999,0,0.0
2 GB,32 GB,Yes,4.5,24999,31500,6501,20.63809523809524
3 GB,32 GB,Yes,4.2,10990,10990,0,0.0
4 GB,64 GB,Yes,4.1,9975,15999,6024,37.6523532720795
3 GB,32 GB,Yes,3.3,9990,9990,0,0.0
4 GB,32 GB,Yes,4.4,13500,13500,0,0.0
6 GB,64 GB,Yes,4.4,37990,44990,7000,15.55901311402534
4 GB,64 GB,Yes,3.5,10999,10999,0,0.0
4 GB,32 GB,Yes,3.9,6399,6399,0,0.0
4 MB,4 MB,Yes,4.2,1399,1399,0,0.0
6 GB,64 GB,Yes,4.5,14999,18999,4000,21.05373967050897
4 GB,64 GB,Yes,4.3,10499,10999,500,4.545867806164196
1 GB,8 GB,Yes,3.8,7007,7007,0,0.0
8 GB,128 GB,Yes,4.4,18999,21999,3000,13.636983499249968
4 GB,64 GB,Yes,4.2,13900,13900,0,0.0
8 GB,128 GB,Yes,4.3,26999,29999,3000,10.000333344444815
8 GB,256 GB,Yes,4.3,37999,43999,6000,13.636673560762745
4 GB,64 GB,Yes,4.4,9999,11999,2000,16.668055671305943
4GB,64 GB,Yes,4.7,117100,117100,0,0.0
2 GB,16 GB,Yes,4.1,19990,19990,0,0.0
4 GB,64 GB,Yes,4.3,14990,14990,0,0.0
4 GB,64 GB,Yes,4.4,12999,12999,0,0.0
1 GB,8 GB,Yes,4.0,7999,7999,0,0.0
3 GB,32 GB,Yes,4.2,9999,9999,0,0.0
6 GB,128 GB,Yes,4.4,16999,19999,3000,15.000750037501875
4 GB,32 GB,Yes,3.6,8000,8000,0,0.0
8 GB,256 GB,Yes,4.4,28999,31999,3000,9.37529297790556
6 GB,64 GB,Yes,3.9,14499,14499,0,0.0
6 GB,128 GB,Yes,4.5,15449,15990,541,3.3833646028767985
6 GB,64 GB,Yes,4.4,14999,17999,3000,16.667592644035782
2 GB,16 GB,Yes,4.1,7999,7999,0,0.0
6 GB,64 GB,Yes,4.5,14980,14990,10,0.0667111407605069
2 GB,16 GB,Yes,3.9,6750,6750,0,0.0
2 GB,16 GB,Yes,4.2,11250,11250,0,0.0
16 MB,8 MB,Yes,,4049,4049,0,0.0
4 GB,64 GB,Yes,4.3,9999,12999,3000,23.078698361412417
12 GB,256 GB,Yes,,57999,63999,6000,9.375146486663857
6 GB,512 GB,Yes,,99900,99900,0,0.0
6 GB,128 GB,Yes,4.3,17999,31000,13001,41.93870967741936
2 GB,16 GB,Yes,,6499,6499,0,0.0
4 GB,64 GB,Yes,4.3,13999,13999,0,0.0
3 GB,32 GB,Yes,4.3,8650,9290,640,6.889128094725511
2 GB,32 GB,Yes,4.3,7798,7798,0,0.0
4 GB,64 GB,Yes,4.4,25999,25999,0,0.0
4 GB,64 GB,Yes,3.9,7990,9999,2009,20.09200920092009
8 GB,128 GB,Yes,4.3,24499,25900,1401,5.409266409266409
6 GB,512 GB,Yes,,99900,99900,0,0.0
6 GB,64 GB,Yes,4.3,11999,12999,1000,7.692899453804139
64 MB,128 MB,Yes,3.7,3599,3599,0,0.0
1 GB,16 GB,Yes,4.0,8190,8190,0,0.0
4 GB,64 GB,Yes,4.3,9999,9999,0,0.0
4 GB,128 GB,Yes,4.3,14990,18990,4000,21.0637177461822
4 GB,128 GB,Yes,4.3,36900,36900,0,0.0
4 GB,512 GB,Yes,4.6,144900,144900,0,0.0
2 GB,16 GB,Yes,4.5,25400,25400,0,0.0
4 GB,64 GB,Yes,4.1,10499,10499,0,0.0
6 GB,128 GB,Yes,4.2,14859,15663,804,5.133116261252633
16 MB,Expandable Upto 32 GB,Yes,3.8,3499,3499,0,0.0
4 GB,64 GB,Yes,4.2,31490,31490,0,0.0
2 GB,16 GB,Yes,4.3,25990,25990,0,0.0
3 GB,32 GB,Yes,3.7,15400,15400,0,0.0
4 GB,64 GB,Yes,4.3,12999,13999,1000,7.143367383384527
4 GB,64 GB,Yes,4.4,13999,14999,1000,6.667111140742716
3 GB,32 GB,Yes,4.1,49990,49990,0,0.0
3 GB,32 GB,Yes,4.4,9490,10990,1500,13.64877161055505
8 GB,256 GB,Yes,4.2,38950,39990,1040,2.600650162540635
4 GB,32 GB,Yes,4.3,19980,19980,0,0.0
4 GB,64 GB,Yes,4.3,11999,11999,0,0.0
3 GB,32 GB,Yes,4.0,6490,6490,0,0.0
2 GB,32 GB,Yes,4.3,7499,8999,1500,16.6685187243027
4 GB,128 GB,Yes,4.3,14990,18990,4000,21.0637177461822
2 GB,32 GB,Yes,4.3,12990,4990,-8000,-160.32064128256513
1 GB,16 GB,Yes,4.2,8999,8999,0,0.0
3 GB,32 GB,Yes,4.4,7999,10999,3000,27.275206836985184
32 MB,2 MB,Yes,4.2,2849,2849,0,0.0
8 GB,128 GB,Yes,4.3,26989,26989,0,0.0
3 GB,16 GB,Yes,4.3,11200,11200,0,0.0
4 GB,32 GB,Yes,4.0,7490,7490,0,0.0
2 GB,32 GB,Yes,4.4,10000,10000,0,0.0
4 GB,64 GB,Yes,4.4,17990,25379,7389,29.114622325544744
8 GB,128 GB,Yes,,19999,22999,3000,13.044045393277967
1.5 GB,8 GB,Yes,4.0,6990,6990,0,0.0
2 GB,32 GB,Yes,4.5,31999,31999,0,0.0
3 GB,32 GB,Yes,3.8,9999,9999,0,0.0
2 GB,64 GB,Yes,4.5,32999,39900,6901,17.29573934837093
2 GB,16 GB,Yes,3.7,4990,4990,0,0.0
4 MB,4 MB,Yes,4.2,1349,1349,0,0.0
512 MB,4 GB,Yes,3.6,4200,4200,0,0.0
18 GB,512 GB,Yes,,79999,85999,6000,6.976825311922232
2 GB,32 GB,Yes,4.3,8700,8700,0,0.0
3 GB,32 GB,Yes,4.2,9990,9990,0,0.0
2 GB,32 GB,Yes,4.3,8700,8700,0,0.0
8 GB,128 GB,Yes,4.3,37499,40999,3500,8.536793580331228
4GB,64 GB,Yes,4.6,49900,49900,0,0.0
4GB,128 GB,Yes,4.6,54900,54900,0,0.0
4 GB,64 GB,Yes,4.3,15990,15990,0,0.0
4 GB,64 GB,Yes,4.3,9999,12999,3000,23.078698361412417
1.5 GB,8 GB,Yes,4.3,10490,10490,0,0.0
6 GB,64 GB,Yes,4.6,34899,74000,39101,52.83918918918919
3 GB,16 GB,Yes,3.9,5290,5290,0,0.0
12 GB,256 GB,Yes,4.6,59999,85000,25001,29.412941176470586
4 GB,64 GB,Yes,4.1,11999,11999,0,0.0
4GB,256 GB,Yes,4.6,79999,106600,26601,24.954033771106943
8 GB,128 GB,Yes,4.3,88999,95999,7000,7.291742622318982
6 GB,128 GB,Yes,4.3,28999,32999,4000,12.121579441801266
6 GB,64 GB,Yes,3.7,12999,12999,0,0.0
8 GB,256 GB,Yes,,66000,66000,0,0.0
12 GB,256 GB,Yes,4.3,47999,47999,0,0.0
4GB,256 GB,Yes,4.6,64900,64900,0,0.0
8 GB,128 GB,Yes,4.2,18999,18999,0,0.0
2 GB,16 GB,Yes,4.1,19990,19990,0,0.0
4 GB,64 GB,Yes,4.2,11499,13999,2500,17.85841845846132
4 GB,128 GB,Yes,4.2,14999,14999,0,0.0
6 GB,128 GB,Yes,4.8,17499,20999,3500,16.667460355255013
4 GB,64 GB,Yes,4.4,15677,15677,0,0.0
12 GB,256 GB,Yes,4.4,39990,46990,7000,14.896786550329857
2 GB,32 GB,Yes,3.6,19999,19999,0,0.0
3 GB,64 GB,Yes,4.4,11999,11999,0,0.0
6 GB,512 GB,Yes,,159900,159900,0,0.0
32 GB,,Yes,4.2,9990,9990,0,0.0
4 GB,64 GB,Yes,4.0,62990,62990,0,0.0
3 GB,32 GB,Yes,4.4,8590,8590,0,0.0
4GB,256 GB,Yes,4.6,121300,121300,0,0.0
8 GB,128 GB,Yes,4.4,71999,100999,29000,28.713155575797774
3 GB,256 GB,Yes,4.6,91900,91900,0,0.0
2 GB,16 GB,Yes,4.1,6999,6999,0,0.0
4 GB,32 GB,Yes,4.1,11999,11999,0,0.0
4 GB,64 GB,Yes,3.2,20998,20998,0,0.0
1 GB,8 GB,Yes,3.3,6990,6990,0,0.0
2 GB,16 GB,Yes,4.1,7499,7499,0,0.0
3 GB,32 GB,Yes,4.1,10490,10490,0,0.0
4 GB,128 GB,Yes,4.3,14990,14990,0,0.0
3 GB,32 GB,Yes,4.2,11745,11745,0,0.0
512 MB,256 MB,Yes,3.0,8999,8999,0,0.0
3 GB,32 GB,Yes,4.4,9999,9999,0,0.0
6 GB,64 GB,Yes,4.5,70000,70000,0,0.0
6 GB,64 GB,Yes,4.3,24999,24999,0,0.0
4 GB,64 GB,Yes,,11999,14999,3000,20.00133342222815
6 GB,256 GB,Yes,,139900,139900,0,0.0
6 GB,128 GB,Yes,4.4,55000,55000,0,0.0
4 GB,64 GB,Yes,4.2,15490,15490,0,0.0
2 GB,32 GB,Yes,4.4,7999,7999,0,0.0
12 GB,256 GB,Yes,4.5,105999,128999,23000,17.829595578260296
3 GB,32 GB,Yes,4.3,12000,12000,0,0.0
2 GB,16 GB,Yes,4.1,14490,14490,0,0.0
4 GB,128 GB,Yes,4.5,80000,80000,0,0.0
4 GB,32 GB,Yes,4.4,22990,27990,5000,17.863522686673814
1 GB,8 GB,Yes,3.4,5590,5590,0,0.0
8 GB,128 GB,Yes,4.3,16999,18999,2000,10.526869835254487
512 MB,4 GB,Yes,3.6,2290,2290,0,0.0
2 GB,16 GB,Yes,4.2,10990,10990,0,0.0
6 GB,64 GB,Yes,4.5,21150,21150,0,0.0
1.5 GB,8 GB,Yes,4.1,8090,8090,0,0.0
4 GB,64 GB,Yes,4.4,18000,18000,0,0.0
8 GB,128 GB,Yes,4.5,37499,40999,3500,8.536793580331228
6 GB,128 GB,Yes,3.7,10499,20000,9501,47.505
3 GB,32 GB,Yes,4.5,9990,9990,0,0.0
512 MB,4 GB,Yes,3.8,5490,5490,0,0.0
4 GB,64 GB,Yes,4.3,9999,11999,2000,16.668055671305943
3 GB,32 GB,Yes,4.4,9999,9999,0,0.0
2 GB,32 GB,Yes,4.0,6950,8490,1540,18.138987043580684
6 GB,128 GB,Yes,4.3,17999,17999,0,0.0
6 GB,128 GB,Yes,4.3,15499,16999,1500,8.824048473439614
6 GB,128 GB,Yes,,27990,31990,4000,12.503907471084712
8 GB,128 GB,Yes,4.4,25999,27999,2000,7.143112254009072
3 GB,32 GB,Yes,4.4,9900,9900,0,0.0
1 GB,8 GB,Yes,3.9,8999,8999,0,0.0
1 GB,64 GB,Yes,4.5,48999,48999,0,0.0
4 GB,64 GB,Yes,4.3,8999,10999,2000,18.183471224656785
3 GB,32 GB,Yes,4.2,9468,10499,1031,9.819982855510048
1 GB,16 GB,Yes,4.5,40999,40999,0,0.0
3 GB,64 GB,Yes,4.4,11990,11990,0,0.0
1 GB,8 GB,Yes,3.8,9599,9599,0,0.0
4 GB,64 GB,Yes,4.4,22990,22990,0,0.0
2 GB,256 GB,Yes,4.5,74400,74400,0,0.0
4 GB,64 GB,Yes,,12149,12149,0,0.0
100 MB,100 MB,Yes,5.0,1949,1949,0,0.0
8 GB,256 GB,Yes,4.3,54599,79997,25398,31.7486905758966
4 GB,64 GB,Yes,4.3,18000,18000,0,0.0
3 GB,32 GB,Yes,,11990,12990,1000,7.698229407236336
12 GB,512 GB,Yes,4.6,95000,95000,0,0.0
6 GB,128 GB,Yes,4.3,13990,17990,4000,22.23457476375764
2 GB,32 GB,Yes,4.3,8990,12990,4000,30.792917628945343
6 GB,128 GB,Yes,4.3,14499,20999,6500,30.9538549454736
2 GB,32 GB,Yes,4.1,8499,8499,0,0.0
6 GB,128 GB,Yes,4.3,13990,17990,4000,22.23457476375764
6 GB,,Yes,,139900,139900,0,0.0
4 MB,4 MB,Yes,4.1,2480,2599,119,4.578684109272797
12 GB,256 GB,Yes,4.4,41990,45990,4000,8.697542944118286
4 GB,64 GB,Yes,3.5,10999,10999,0,0.0
2 GB,16 GB,Yes,3.1,9990,9990,0,0.0
2 GB,16 GB,Yes,4.0,5999,5999,0,0.0
4GB,128 GB,Yes,4.6,68999,70900,1901,2.681241184767278
4GB,512 GB,Yes,4.7,159900,159900,0,0.0
8 GB,128 GB,Yes,4.3,18654,18950,296,1.562005277044855
,2 MB,Yes,4.2,1445,1445,0,0.0
4 GB,64 GB,Yes,4.3,12499,14999,2500,16.66777785185679
4 GB,64 GB,Yes,4.3,8999,10999,2000,18.183471224656785
3 GB,32 GB,Yes,4.2,9950,9950,0,0.0
12 GB,256 GB,Yes,4.6,59999,85000,25001,29.412941176470586
4 GB,64 GB,Yes,4.4,13900,13900,0,0.0
12 GB,256 GB,Yes,4.6,59999,85000,25001,29.412941176470586
8 GB,128 GB,Yes,4.3,34999,41999,7000,16.66706350151194
4GB,128 GB,Yes,4.6,68999,84900,15901,18.729093050647823
6 GB,128 GB,Yes,,21999,23999,2000,8.33368057002375
6 GB,64 GB,Yes,4.4,14999,17999,3000,16.667592644035782
8 GB,128 GB,Yes,4.4,20999,25999,5000,19.231508904188622
,2 MB,Yes,4.3,1200,1200,0,0.0
4 GB,32 GB,Yes,4.4,15500,15500,0,0.0
4 GB,64 GB,Yes,4.1,11999,11999,0,0.0
4 GB,32 GB,Yes,4.1,9869,9869,0,0.0
4GB,64 GB,Yes,4.6,63999,65900,1901,2.8846737481031868
4GB,128 GB,Yes,4.7,129900,129900,0,0.0
3 GB,32 GB,Yes,4.4,13490,13490,0,0.0
4 GB,64 GB,Yes,4.5,13499,13499,0,0.0
6 GB,128 GB,Yes,4.3,35399,36900,1501,4.067750677506774
4 GB,32 GB,Yes,4.3,12499,22990,10491,45.63288386254894
2 GB,16 GB,Yes,3.9,6499,6499,0,0.0
8 GB,128 GB,Yes,4.3,18499,18999,500,2.631717458813622
8 GB,128 GB,Yes,4.3,15990,21990,6000,27.285129604365626
4 GB,64 GB,Yes,4.3,14990,14990,0,0.0
4GB,256 GB,Yes,4.6,79999,106600,26601,24.954033771106943
3 GB,32 GB,Yes,4.3,9499,9499,0,0.0
1.5 GB,16 GB,Yes,4.3,11700,11700,0,0.0
4 GB,64 GB,Yes,4.5,18990,18990,0,0.0
4 GB,64 GB,Yes,4.3,10999,11999,1000,8.334027835652972
1 GB,8 GB,Yes,4.1,5490,9700,4210,43.402061855670105
3 GB,32 GB,Yes,4.0,7990,7990,0,0.0
8 GB,256 GB,Yes,4.3,77999,86000,8001,9.303488372093025
12 GB,256 GB,Yes,4.1,43990,45990,2000,4.348771472059143
4 GB,64 GB,Yes,4.1,14999,14999,0,0.0
8 GB,128 GB,Yes,4.4,26824,26824,0,0.0
2 GB,16 GB,Yes,3.9,21999,21999,0,0.0
128 MB,48 MB,Yes,,2999,2999,0,0.0
1.5 GB,8 GB,Yes,4.2,8490,8490,0,0.0
3 GB,32 GB,Yes,4.0,9599,9599,0,0.0
512 MB,4 GB,Yes,3.7,3400,8400,5000,59.523809523809526
2 GB,16 GB,Yes,4.0,4599,4599,0,0.0
1 GB,128 GB,Yes,4.5,48999,48999,0,0.0
1 GB,16 GB,Yes,4.2,8999,8999,0,0.0
4 GB,32 GB,Yes,4.0,22999,22999,0,0.0
512 MB,4 GB,Yes,3.6,4999,4999,0,0.0
8 GB,128 GB,Yes,4.3,19990,25990,6000,23.08580223162755
2 GB,32 GB,Yes,3.8,6999,6999,0,0.0
6 GB,64 GB,Yes,4.3,14499,15999,1500,9.375585974123382
4 GB,64 GB,Yes,4.4,11990,11990,0,0.0
4 GB,64 GB,Yes,4.3,12990,13990,1000,7.147962830593281
3 GB,32 GB,Yes,4.5,8499,10999,2500,22.729339030820984
1 GB,8 GB,Yes,3.4,5000,11500,6500,56.52173913043478
6 GB,128 GB,Yes,4.2,16499,17999,1500,8.333796322017891
4GB,256 GB,Yes,4.6,121300,121300,0,0.0
6 GB,64 GB,Yes,4.5,21999,21999,0,0.0
3 GB,32 GB,Yes,4.3,11999,11999,0,0.0
4 GB,64 GB,Yes,4.4,22300,22300,0,0.0
2 GB,64 GB,Yes,4.5,32999,39900,6901,17.29573934837093
3 GB,32 GB,Yes,4.0,7490,13824,6334,45.81886574074074
4 GB,64 GB,Yes,4.1,30990,30990,0,0.0
6 GB,128 GB,Yes,4.3,18380,18380,0,0.0
4 GB,64 GB,Yes,4.5,19000,19000,0,0.0
2 GB,16 GB,Yes,,6499,6499,0,0.0
2 GB,16 GB,Yes,3.5,6989,6989,0,0.0
3 GB,32 GB,Yes,4.3,16999,16999,0,0.0
4GB,64 GB,Yes,4.5,56999,59900,2901,4.843071786310517
8 GB,128 GB,Yes,4.3,12900,12900,0,0.0
2 GB,32 GB,Yes,3.7,9999,9999,0,0.0
4 GB,64 GB,Yes,4.4,18000,18000,0,0.0
6 GB,128 GB,Yes,4.3,14499,20999,6500,30.9538549454736
4 GB,64 GB,Yes,4.0,36999,36999,0,0.0
,Expandable Upto 16 GB,Yes,4.1,2340,2340,0,0.0
6 GB,128 GB,Yes,4.3,16999,17999,1000,5.555864214678594
3 GB,32 GB,Yes,4.1,6999,6999,0,0.0
3 GB,256 GB,Yes,4.5,85400,85400,0,0.0
8 GB,128 GB,Yes,4.3,28999,34999,6000,17.14334695277008
3 GB,,Yes,4.3,9999,11999,2000,16.668055671305943
4 GB,64 GB,Yes,4.2,11499,12999,1500,11.539349180706209
3 GB,64 GB,Yes,4.4,27990,27990,0,0.0
8 GB,128 GB,Yes,4.3,25990,29990,4000,13.337779259753251
6 GB,128 GB,Yes,4.4,28999,28999,0,0.0
4 GB,64 GB,Yes,4.4,9999,10999,1000,9.091735612328392
6 GB,128 GB,Yes,4.2,19990,20990,1000,4.76417341591234
4 GB,128 GB,Yes,4.3,15999,16999,1000,5.882698982293076
4 GB,128 GB,Yes,4.4,61900,61900,0,0.0
3 GB,64 GB,Yes,4.0,9990,9990,0,0.0
3 GB,32 GB,Yes,4.0,8083,8188,105,1.2823644357596482
2 GB,16 GB,Yes,3.5,9999,9999,0,0.0
1 GB,16 GB,Yes,4.3,4200,4200,0,0.0
8 GB,128 GB,Yes,4.3,39999,45000,5001,11.113333333333332
8 GB,256 GB,Yes,4.4,75999,104999,29000,27.61931066010153
3 GB,32 GB,Yes,4.2,9999,9999,0,0.0
4 GB,64 GB,Yes,4.5,9999,10999,1000,9.091735612328392
512 MB,4 GB,Yes,3.8,4299,4299,0,0.0
6 GB,128 GB,Yes,4.4,11499,14999,3500,23.334888992599502
3 GB,32 GB,Yes,4.3,10990,12990,2000,15.396458814472672
1 GB,8 GB,Yes,3.9,8250,8250,0,0.0
8 GB,128 GB,Yes,4.2,29999,29999,0,0.0
,256 GB,Yes,4.6,129900,129900,0,0.0
3 GB,32 GB,Yes,4.0,29999,29999,0,0.0
2 GB,32 GB,Yes,4.0,9989,9989,0,0.0
4 GB,64 GB,Yes,4.6,49990,49990,0,0.0
8 GB,128 GB,Yes,4.3,14500,14500,0,0.0
3 GB,32 GB,Yes,4.1,7499,7499,0,0.0
2 GB,16 GB,Yes,4.4,9500,9500,0,0.0
3 GB,32 GB,Yes,,8590,8590,0,0.0
3 GB,32 GB,Yes,4.2,10999,10999,0,0.0
4 MB,4 MB,Yes,,4500,4500,0,0.0
4 GB,64 GB,Yes,4.4,10499,12999,2500,19.232248634510345
8 GB,128 GB,Yes,4.4,19999,21999,2000,9.091322332833313
3 GB,16 GB,Yes,4.1,15299,15299,0,0.0
4 GB,64 GB,Yes,4.1,7999,9999,2000,20.00200020002
4 GB,64 GB,Yes,4.4,10990,18990,8000,42.1274354923644
3 GB,32 GB,Yes,3.9,13999,13999,0,0.0
4GB,64 GB,Yes,4.7,117100,117100,0,0.0
4 GB,32 GB,Yes,4.3,12499,22000,9501,43.18636363636364
1 GB,8 GB,Yes,3.6,4880,4880,0,0.0
2 GB,32 GB,Yes,4.5,24999,31500,6501,20.63809523809524
