Memory,Storage,Camera,Rating,Selling Price,Original Price,Discount,discount percentage
8 GB,128 GB,Yes,4.3,19330,20999,1669,7.947997523691604
2 GB,16 GB,Yes,3.8,10199,10199,0,0.0
2 GB,,Yes,4.4,6999,7999,1000,12.50156269533692
4 GB,64 GB,Yes,4.2,12999,12999,0,0.0
4GB,64 GB,Yes,4.6,49900,49900,0,0.0
8 MB,16 MB,Yes,4.0,2199,2199,0,0.0
6 GB,512 GB,Yes,,99900,99900,0,0.0
3 GB,64 GB,Yes,4.6,42999,47900,4901,10.231732776617951
1.5 GB,16 GB,Yes,4.2,20400,20400,0,0.0
8 GB,128 GB,Yes,4.3,21736,22999,1263,5.491543110570025
4 GB,64 GB,Yes,4.2,11989,11989,0,0.0
4GB,256 GB,Yes,4.6,64900,64900,0,0.0
6 GB,128 GB,Yes,4.3,19999,21999,2000,9.091322332833313
3 GB,32 GB,Yes,4.3,10490,12990,2500,19.24557351809084
8 GB,128 GB,Yes,4.4,29990,34990,5000,14.289797084881394
,64 GB,Yes,3.8,39990,46990,7000,14.896786550329857
6 GB,512 GB,Yes,,99900,99900,0,0.0
1 GB,16 GB,Yes,4.2,6999,6999,0,0.0
4 GB,64 GB,Yes,4.1,13999,13999,0,0.0
2 GB,32 GB,Yes,4.1,7699,7699,0,0.0
4 GB,64 GB,Yes,3.9,9999,9999,0,0.0
3 GB,,Yes,,11990,12990,1000,7.698229407236336
1 GB,8 GB,Yes,3.5,3499,3499,0,0.0
6 GB,128 GB,Yes,4.4,24999,26999,2000,7.407681765991334
3 GB,,Yes,4.3,8999,9999,1000,10.00100010001
6 GB,,Yes,4.3,17999,19999,2000,10.000500025001251
2 GB,16 GB,Yes,4.1,6990,6990,0,0.0
2 GB,16 GB,Yes,4.0,7999,7999,0,0.0
6 GB,64 GB,Yes,4.5,70000,70000,0,0.0
4 GB,128 GB,Yes,4.3,18199,18199,0,0.0
4 GB,64 GB,Yes,4.5,14990,14990,0,0.0
2 GB,32 GB,Yes,4.0,7999,10499,2500,23.811791599199925
8 GB,512 GB,Yes,4.6,49999,49999,0,0.0
3 GB,32 GB,Yes,4.3,8999,8999,0,0.0
4GB,64 GB,Yes,4.6,49900,49900,0,0.0
1.5 GB,8 GB,Yes,4.0,6990,6990,0,0.0
2 MB,2 MB,Yes,4.1,2399,2399,0,0.0
1 GB,8 GB,Yes,3.8,35490,35490,0,0.0
8 GB,,Yes,4.3,29999,31999,2000,6.250195318603706
8 GB,256 GB,Yes,4.4,28999,31999,3000,9.37529297790556
4 GB,128 GB,Yes,4.5,11999,12999,1000,7.692899453804139
2 GB,16 GB,Yes,4.3,10999,10999,0,0.0
4 GB,64 GB,Yes,4.5,69999,69999,0,0.0
2 GB,16 GB,Yes,4.0,6999,6999,0,0.0
8 GB,128 GB,Yes,4.2,22450,22450,0,0.0
3 GB,64 GB,Yes,4.1,11999,11999,0,0.0
8 GB,128 GB,Yes,4.4,31999,34999,3000,8.57167347638504
4 GB,32 GB,Yes,4.3,22900,22900,0,0.0
2 GB,32 GB,Yes,4.3,7499,8999,1500,16.6685187243027
4GB,256 GB,Yes,4.6,64900,64900,0,0.0
4 GB,64 GB,Yes,4.5,13999,15999,2000,12.500781298831177
3 GB,128 GB,Yes,4.5,42900,42900,0,0.0
2 GB,64 GB,Yes,4.5,38999,39900,901,2.2581453634085213
3 GB,32 GB,Yes,4.4,24999,24999,0,0.0
4GB,256 GB,Yes,4.6,64900,64900,0,0.0
3 GB,16 GB,Yes,3.9,7999,7999,0,0.0
8 GB,128 GB,Yes,4.4,34990,37990,3000,7.896814951302974
8 GB,256 GB,Yes,,28999,37990,8991,23.666754409055017
6 GB,128 GB,Yes,4.6,53999,73990,19991,27.0185160156778
4 GB,64 GB,Yes,4.3,13999,13999,0,0.0
512 MB,4 GB,Yes,3.7,7580,7580,0,0.0
4 GB,32 GB,Yes,4.2,28000,61988,33988,54.829967090404594
3 GB,16 GB,Yes,3.8,9990,9990,0,0.0
3 GB,32 GB,Yes,4.3,8499,10999,2500,22.729339030820984
2 GB,16 GB,Yes,4.4,11999,11999,0,0.0
8 GB,128 GB,Yes,4.2,36290,37490,1200,3.2008535609495867
4 GB,32 GB,Yes,4.0,25999,25999,0,0.0
6 GB,64 GB,Yes,4.4,17999,17999,0,0.0
4 GB,64 GB,Yes,4.4,11999,14999,3000,20.00133342222815
4 GB,64 GB,Yes,4.4,10990,15990,5000,31.269543464665414
3 GB,16 GB,Yes,4.1,15739,15739,0,0.0
3 GB,32 GB,Yes,3.9,38800,38800,0,0.0
4 GB,128 GB,Yes,4.3,13990,16590,2600,15.672091621458712
6 GB,128 GB,Yes,4.1,24492,27995,3503,12.51294874084658
3 GB,32 GB,Yes,4.3,12000,12000,0,0.0
4 GB,128 GB,Yes,3.9,16999,16999,0,0.0
8 GB,512 GB,Yes,4.6,92000,92000,0,0.0
6 GB,128 GB,Yes,4.5,14999,16999,2000,11.765397964586152
6 GB,128 GB,Yes,4.3,17888,17888,0,0.0
3 GB,16 GB,Yes,4.1,20700,20700,0,0.0
1 GB,8 GB,Yes,4.2,6200,6200,0,0.0
4 GB,64 GB,Yes,4.3,16990,16990,0,0.0
6 GB,128 GB,Yes,4.2,26999,31999,5000,15.625488296509266
1 GB,8 GB,Yes,3.8,6299,6299,0,0.0
4 GB,128 GB,Yes,4.2,12499,13999,1500,10.715051075076792
4 GB,128 GB,Yes,4.0,15999,22999,7000,30.436105917648597
4 GB,64 GB,Yes,4.4,11499,11499,0,0.0
3 GB,32 GB,Yes,4.4,13750,13750,0,0.0
3 GB,32 GB,Yes,4.0,37299,37299,0,0.0
4 GB,128 GB,Yes,4.4,15990,20990,5000,23.820867079561697
8 GB,128 GB,Yes,4.5,16999,16999,0,0.0
4GB,128 GB,Yes,4.6,68999,70900,1901,2.681241184767278
,512 GB,Yes,4.6,149900,149900,0,0.0
6 GB,256 GB,Yes,4.4,19990,19990,0,0.0
12 GB,256 GB,Yes,4.3,47999,47999,0,0.0
8 GB,256 GB,Yes,4.3,23490,25990,2500,9.619084263178143
4 GB,64 GB,Yes,4.4,22990,22990,0,0.0
2 GB,32 GB,Yes,3.9,6499,6499,0,0.0
3 GB,16 GB,Yes,4.1,14250,14250,0,0.0
8 GB,128 GB,Yes,4.5,26758,26758,0,0.0
4GB,256 GB,Yes,4.7,131900,131900,0,0.0
4 GB,64 GB,Yes,,13549,13549,0,0.0
8 GB,256 GB,Yes,4.4,26798,28989,2191,7.558039256269619
1 GB,8 GB,Yes,3.7,12500,12500,0,0.0
4 GB,64 GB,Yes,4.3,12990,12990,0,0.0
4 GB,128 GB,Yes,4.3,10990,10990,0,0.0
6 GB,128 GB,Yes,4.4,55000,55000,0,0.0
1 GB,4 GB,Yes,4.0,12791,12791,0,0.0
2 GB,16 GB,Yes,4.2,9990,9990,0,0.0
3 GB,32 GB,Yes,4.3,14995,14995,0,0.0
4 GB,64 GB,Yes,4.4,10990,18990,8000,42.1274354923644
3 GB,32 GB,Yes,4.3,10990,12990,2000,15.396458814472672
4 GB,128 GB,Yes,4.3,16499,16999,500,2.941349491146538
4 GB,128 GB,Yes,4.5,12999,14999,2000,13.334222281485433
4 GB,64 GB,Yes,4.1,10499,10499,0,0.0
4 GB,64 GB,Yes,4.3,14999,14999,0,0.0
512 MB,4 GB,Yes,4.0,10999,10999,0,0.0
3 GB,32 GB,Yes,4.2,9499,10499,1000,9.52471663967997
6 GB,64 GB,Yes,4.3,11999,12999,1000,7.692899453804139
8 GB,256 GB,Yes,4.4,37990,40990,3000,7.318858258111735
,2 MB,Yes,4.3,1625,1625,0,0.0
2 GB,16 GB,Yes,4.1,17990,17990,0,0.0
4 GB,64 GB,Yes,3.9,12999,12999,0,0.0
4 GB,64 GB,Yes,3.9,19990,19990,0,0.0
1 GB,16 GB,Yes,3.7,3990,3990,0,0.0
3 GB,32 GB,Yes,4.3,13900,13900,0,0.0
2 GB,32 GB,Yes,4.5,25299,29900,4601,15.387959866220736
1 GB,8 GB,Yes,3.3,4999,4999,0,0.0
6 GB,64 GB,Yes,4.4,24000,24000,0,0.0
2 GB,16 GB,Yes,4.1,5899,7833,1934,24.69041235797268
4 GB,64 GB,Yes,4.3,15599,15599,0,0.0
3 GB,,Yes,,8999,9999,1000,10.00100010001
6 GB,128 GB,Yes,4.3,24999,29999,5000,16.66722224074136
6 GB,128 GB,Yes,,15999,17999,2000,11.111728429357187
2 GB,32 GB,Yes,3.8,7499,7499,0,0.0
2 GB,128 GB,Yes,4.5,55999,55999,0,0.0
768 MB,4 GB,Yes,3.8,7990,7990,0,0.0
4 GB,64 GB,Yes,4.2,14999,17999,3000,16.667592644035782
4GB,512 GB,Yes,,109900,109900,0,0.0
4 GB,64 GB,Yes,4.3,14999,14999,0,0.0
512 MB,4 GB,Yes,3.7,8800,8800,0,0.0
3 GB,32 GB,Yes,4.3,15999,15999,0,0.0
6 GB,128 GB,Yes,4.4,17990,23990,6000,25.01042100875365
6 GB,128 GB,Yes,3.9,16499,17999,1500,8.333796322017891
8 GB,256 GB,Yes,4.5,29489,29489,0,0.0
3 GB,64 GB,Yes,4.6,42999,47900,4901,10.231732776617951
6 GB,256 GB,Yes,4.6,119900,119900,0,0.0
6 GB,64 GB,Yes,4.5,70000,70000,0,0.0
4 GB,32 GB,Yes,4.4,15000,15000,0,0.0
12 GB,256 GB,Yes,4.3,41999,43999,2000,4.545557853587582
6 GB,64 GB,Yes,4.3,15490,19490,4000,20.523345305284764
8 GB,128 GB,Yes,4.4,28490,33450,4960,14.828101644245145
4GB,256 GB,Yes,4.7,139900,139900,0,0.0
6 GB,128 GB,Yes,4.4,16980,18200,1220,6.703296703296704
3 GB,32 GB,Yes,4.0,44900,44900,0,0.0
8 GB,128 GB,Yes,4.5,20999,20999,0,0.0
2 GB,128 GB,Yes,4.4,70000,70000,0,0.0
8 GB,128 GB,Yes,4.3,22990,22990,0,0.0
8 GB,128 GB,Yes,4.3,32990,32990,0,0.0
2 GB,32 GB,Yes,4.1,6999,9999,3000,30.003000300030003
3 GB,16 GB,Yes,4.0,6475,6475,0,0.0
2 GB,16 GB,Yes,,6499,6499,0,0.0
4 GB,64 GB,Yes,4.5,11990,15990,4000,25.01563477173233
6 GB,128 GB,Yes,4.4,15999,17999,2000,11.111728429357187
12 GB,256 GB,Yes,4.6,35999,35999,0,0.0
4 GB,128 GB,Yes,4.6,82000,82000,0,0.0
1.5 GB,16 GB,Yes,4.3,13499,13499,0,0.0
3 GB,32 GB,Yes,3.9,6999,9999,3000,30.003000300030003
4 GB,64 GB,Yes,4.2,15999,15999,0,0.0
8 GB,256 GB,Yes,4.3,37999,43999,6000,13.636673560762745
3 GB,32 GB,Yes,4.3,12900,12900,0,0.0
4 GB,64 GB,Yes,4.3,14990,14990,0,0.0
6 GB,128 GB,Yes,4.2,17499,18999,1500,7.8951523764408655
6 GB,128 GB,Yes,4.3,15999,19999,4000,20.001000050002503
4 GB,64 GB,Yes,4.4,10490,11990,1500,12.51042535446205
4 GB,64 GB,Yes,4.4,10990,10990,0,0.0
4 GB,64 GB,Yes,4.5,9999,9999,0,0.0
4 GB,64 GB,Yes,4.2,24998,49999,25001,50.0030000600012
4GB,256 GB,Yes,4.6,64900,64900,0,0.0
1 GB,8 GB,Yes,3.3,4999,8999,4000,44.4493832648072
6 GB,128 GB,Yes,4.3,16990,19990,3000,15.00750375187594
4 GB,64 GB,Yes,4.0,13224,13899,675,4.856464493848478
4 GB,64 GB,Yes,4.5,44999,44999,0,0.0
10 MB,2 MB,Yes,4.3,2290,2290,0,0.0
6 GB,64 GB,Yes,4.3,22990,22990,0,0.0
3 GB,,Yes,,11900,12990,1090,8.391070053887606
6 GB,64 GB,Yes,4.3,17999,17999,0,0.0
2 GB,128 GB,Yes,4.5,34900,34900,0,0.0
4 GB,128 GB,Yes,4.0,15999,22999,7000,30.436105917648597
8 GB,128 GB,Yes,4.0,49999,65999,16000,24.24279155744784
8 GB,128 GB,Yes,4.6,59900,59900,0,0.0
3 GB,32 GB,Yes,4.2,9999,9999,0,0.0
4 GB,64 GB,Yes,4.3,16488,16999,511,3.006059179951762
3 GB,32 GB,Yes,4.2,8780,8780,0,0.0
3 GB,16 GB,Yes,4.1,7139,7139,0,0.0
4GB,128 GB,Yes,4.6,54900,54900,0,0.0
6 GB,128 GB,Yes,4.3,21999,24999,3000,12.000480019200769
8 MB,16 MB,Yes,4.2,3740,3740,0,0.0
6 GB,512 GB,Yes,,149900,149900,0,0.0
,2 MB,Yes,4.3,1100,1100,0,0.0
4 GB,64 GB,Yes,4.4,11999,11999,0,0.0
512 MB,4 GB,Yes,3.9,4988,4988,0,0.0
6 GB,64 GB,Yes,4.5,16890,28990,12100,41.7385305277682
4 GB,64 GB,Yes,4.3,11990,12899,909,7.0470579114660055
1 GB,16 GB,Yes,3.8,8490,8490,0,0.0
4GB,64 GB,Yes,4.6,79999,106600,26601,24.954033771106943
2 GB,16 GB,Yes,3.9,15999,15999,0,0.0
8 GB,128 GB,Yes,4.4,18990,22990,4000,17.398869073510223
4 GB,64 GB,Yes,4.5,15990,15990,0,0.0
4 GB,64 GB,Yes,4.4,11499,13999,2500,17.85841845846132
2 GB,32 GB,Yes,4.4,10000,10000,0,0.0
3 GB,32 GB,Yes,3.9,5950,5950,0,0.0
4 GB,64 GB,Yes,4.4,14999,14999,0,0.0
4 GB,64 GB,Yes,3.8,12950,12950,0,0.0
4GB,64 GB,Yes,4.6,79999,106600,26601,24.954033771106943
8 GB,128 GB,Yes,4.3,21999,21999,0,0.0
4 GB,256 GB,Yes,,79900,79900,0,0.0
8 GB,256 GB,Yes,4.5,24999,24999,0,0.0
8 GB,256 GB,Yes,4.2,16999,19999,3000,15.000750037501875
4 GB,,Yes,4.3,10499,10999,500,4.545867806164196
8 GB,128 GB,Yes,4.5,20999,20999,0,0.0
12 GB,256 GB,Yes,4.4,35999,38999,3000,7.692504936024
4 GB,64 GB,Yes,4.3,9299,10999,1700,15.455950540958268
4 GB,64 GB,Yes,4.4,27999,27999,0,0.0
3 GB,32 GB,Yes,4.3,9450,9450,0,0.0
6 GB,128 GB,Yes,4.4,17999,21999,4000,18.182644665666626
8 GB,256 GB,Yes,4.3,14990,14990,0,0.0
8 GB,128 GB,Yes,4.4,26999,29999,3000,10.000333344444815
6 GB,128 GB,Yes,4.3,27499,30499,3000,9.836388078297649
2 GB,16 GB,Yes,4.2,7199,7199,0,0.0
8 GB,128 GB,Yes,4.4,20999,23999,3000,12.500520855035626
1 GB,16 GB,Yes,4.0,6999,6999,0,0.0
4 GB,64 GB,Yes,4.6,73999,109900,35901,32.66696997270246
6 GB,128 GB,Yes,4.5,31999,31999,0,0.0
2 GB,16 GB,Yes,4.1,5990,9499,3509,36.9407306032214
4 GB,64 GB,Yes,4.3,11499,12999,1500,11.539349180706209
3 GB,16 GB,Yes,4.3,18990,20990,2000,9.52834683182468
4 GB,,Yes,4.3,15999,16999,1000,5.882698982293076
1 GB,16 GB,Yes,3.7,4899,8999,4100,45.56061784642738
1.5 GB,8 GB,Yes,3.8,19999,19999,0,0.0
3 GB,32 GB,Yes,3.9,14999,14999,0,0.0
6 GB,256 GB,Yes,,139900,139900,0,0.0
,2 MB,Yes,4.1,1599,1599,0,0.0
6 GB,128 GB,Yes,4.2,12499,14999,2500,16.66777785185679
4 GB,64 GB,Yes,4.5,13499,13499,0,0.0
4 GB,64 GB,Yes,4.3,10999,10999,0,0.0
8 GB,128 GB,Yes,4.3,17999,18999,1000,5.263434917627244
8 GB,256 GB,Yes,5.0,44990,44990,0,0.0
4 GB,64 GB,Yes,4.4,50000,50000,0,0.0
4 GB,32 GB,Yes,4.0,8750,8750,0,0.0
3 GB,32 GB,Yes,4.5,36999,37900,901,2.3773087071240107
1 GB,16 GB,Yes,3.8,3990,3990,0,0.0
4 GB,64 GB,Yes,4.2,22990,55000,32010,58.2
8 GB,128 GB,Yes,4.3,27999,29999,2000,6.666888896296544
1.5 GB,8 GB,Yes,4.1,8090,8090,0,0.0
8 GB,128 GB,Yes,4.3,28999,33999,5000,14.706314891614458
,2 MB,Yes,3.9,1519,1519,0,0.0
4 GB,64 GB,Yes,4.4,14990,18990,4000,21.0637177461822
8 GB,128 GB,Yes,4.4,19999,21999,2000,9.091322332833313
,2 MB,Yes,4.1,2299,2299,0,0.0
6 GB,64 GB,Yes,4.1,20999,20999,0,0.0
2 GB,16 GB,Yes,3.9,21999,21999,0,0.0
4 GB,64 GB,Yes,4.2,12499,14499,2000,13.794054762397408
32 MB,2 MB,Yes,4.1,2815,2815,0,0.0
3 GB,32 GB,Yes,4.3,7999,9999,2000,20.00200020002
4 GB,64 GB,Yes,4.0,39000,39000,0,0.0
4 GB,64 GB,Yes,4.6,73999,109900,35901,32.66696997270246
2 GB,32 GB,Yes,,29900,29900,0,0.0
4 GB,64 GB,Yes,4.5,10999,10999,0,0.0
6 GB,,Yes,4.3,17999,19999,2000,10.000500025001251
2 GB,16 GB,Yes,4.1,7499,7499,0,0.0
3 GB,32 GB,Yes,4.5,9990,9990,0,0.0
3 GB,32 GB,Yes,4.4,8389,8389,0,0.0
1 GB,16 GB,Yes,4.0,12400,12400,0,0.0
4 GB,64 GB,Yes,4.4,11999,11999,0,0.0
8 GB,128 GB,Yes,4.5,16999,17999,1000,5.555864214678594
6 GB,64 GB,Yes,4.5,25990,25990,0,0.0
1 GB,8 GB,Yes,4.0,7550,7550,0,0.0
4 GB,128 GB,Yes,4.6,92000,92000,0,0.0
6 GB,128 GB,Yes,4.5,17990,29990,12000,40.01333777925976
6 GB,128 GB,Yes,3.9,16499,17999,1500,8.333796322017891
6 GB,128 GB,Yes,4.4,17990,23990,6000,25.01042100875365
8 GB,128 GB,Yes,4.3,25999,31999,6000,18.75058595581112
3 GB,32 GB,Yes,4.3,13199,13199,0,0.0
2 GB,32 GB,Yes,4.5,24999,31500,6501,20.63809523809524
6 GB,64 GB,Yes,4.4,28499,34990,6491,18.55101457559303
3 GB,32 GB,Yes,4.1,7490,11499,4009,34.86390120880076
4GB,512 GB,Yes,4.6,94900,99900,5000,5.005005005005005
8 GB,128 GB,Yes,4.5,37499,40999,3500,8.536793580331228
2 GB,32 GB,Yes,4.3,7699,7699,0,0.0
6 GB,64 GB,Yes,4.3,16999,16999,0,0.0
2 GB,16 GB,Yes,4.4,7990,7990,0,0.0
8 GB,128 GB,Yes,4.3,29990,35990,6000,16.67129758266185
4 GB,64 GB,Yes,4.3,10499,12999,2500,19.232248634510345
4 MB,Expandable Upto 16 GB,Yes,4.2,1900,1900,0,0.0
4 GB,64 GB,Yes,4.4,12499,12499,0,0.0
4 GB,64 GB,Yes,4.5,17999,17999,0,0.0
2 GB,64 GB,Yes,4.5,49999,49999,0,0.0
4GB,128 GB,Yes,4.6,54900,54900,0,0.0
4 GB,64 GB,Yes,3.9,12999,16799,3800,22.62039407107566
8 GB,128 GB,Yes,4.3,27999,29999,2000,6.666888896296544
1 GB,16 GB,Yes,3.9,5499,5499,0,0.0
4 GB,64 GB,Yes,4.4,9999,10999,1000,9.091735612328392
6 GB,,Yes,4.4,14999,17999,3000,16.667592644035782
3 GB,256 GB,Yes,4.6,91900,91900,0,0.0
6 GB,128 GB,Yes,4.2,19990,20990,1000,4.76417341591234
8 GB,128 GB,Yes,4.3,26499,83999,57500,68.45319587137942
3 GB,32 GB,Yes,4.4,12990,12990,0,0.0
4 GB,64 GB,Yes,3.9,7990,9999,2009,20.09200920092009
6 GB,128 GB,Yes,4.3,16990,17990,1000,5.558643690939411
6 GB,64 GB,Yes,4.5,16989,16989,0,0.0
1 GB,4 GB,Yes,3.8,7499,7499,0,0.0
4GB,256 GB,Yes,4.7,131900,131900,0,0.0
3 GB,32 GB,Yes,4.0,6899,6950,51,0.7338129496402878
3 GB,32 GB,Yes,3.9,13990,13990,0,0.0
4 GB,32 GB,Yes,4.4,22654,22654,0,0.0
6 GB,128 GB,Yes,4.5,14499,16999,2500,14.70674745573269
2 GB,32 GB,Yes,4.4,7499,7999,500,6.250781347668459
2 GB,16 GB,Yes,4.5,31999,31999,0,0.0
4 GB,64 GB,Yes,4.4,10121,10121,0,0.0
6 GB,128 GB,Yes,4.3,13899,13899,0,0.0
2 GB,32 GB,Yes,4.5,7589,7589,0,0.0
3 GB,32 GB,Yes,4.0,16990,16990,0,0.0
6 GB,1 TB,Yes,,179900,179900,0,0.0
4 GB,128 GB,Yes,4.3,19900,19900,0,0.0
6 GB,128 GB,Yes,4.6,53990,53990,0,0.0
2 GB,32 GB,Yes,4.3,7499,8999,1500,16.6685187243027
4 GB,64 GB,Yes,4.1,10999,14999,4000,26.668444562970866
6 GB,128 GB,Yes,4.4,11499,14999,3500,23.334888992599502
1 GB,16 GB,Yes,4.2,6999,6999,0,0.0
8 GB,128 GB,Yes,4.4,54999,83000,28001,33.73614457831325
4 GB,256 GB,Yes,,79900,79900,0,0.0
8 GB,128 GB,Yes,4.3,29998,29998,0,0.0
1 GB,8 GB,Yes,3.9,7999,7999,0,0.0
4 GB,64 GB,Yes,4.1,9250,9250,0,0.0
6 GB,64 GB,Yes,4.3,13990,20990,7000,33.34921391138637
6 GB,128 GB,Yes,4.3,16499,19999,3500,17.50087504375219
6 GB,128 GB,Yes,3.9,21499,24999,3500,14.000560022400895
2 GB,16 GB,Yes,,6499,6499,0,0.0
,128 GB,Yes,4.6,119900,119900,0,0.0
,512 GB,Yes,4.6,149900,149900,0,0.0
2 GB,16 GB,Yes,4.2,6999,6999,0,0.0
2 GB,16 GB,Yes,4.1,6990,6990,0,0.0
6 GB,64 GB,Yes,4.3,13990,20990,7000,33.34921391138637
3 GB,32 GB,Yes,4.1,10490,10490,0,0.0
4 GB,128 GB,Yes,,69900,69900,0,0.0
6 GB,128 GB,Yes,4.3,21099,26900,5801,21.565055762081784
4 GB,64 GB,Yes,4.4,11999,11999,0,0.0
32 MB,64 MB,Yes,3.8,2790,2790,0,0.0
6 GB,256 GB,Yes,4.6,119900,119900,0,0.0
6 GB,128 GB,Yes,4.2,23999,29999,6000,20.00066668888963
2 GB,8 GB,Yes,4.0,8999,8999,0,0.0
6 GB,128 GB,Yes,4.4,17765,17765,0,0.0
3 GB,32 GB,Yes,4.5,36999,37900,901,2.3773087071240107
3 GB,32 GB,Yes,4.0,33900,33900,0,0.0
6 GB,64 GB,Yes,4.5,14999,15999,1000,6.250390649415588
2 GB,32 GB,Yes,4.3,9499,9499,0,0.0
8 GB,128 GB,Yes,4.4,23999,23999,0,0.0
8 GB,128 GB,Yes,4.3,84999,95999,11000,11.458452692215545
3 GB,32 GB,Yes,4.2,9999,9999,0,0.0
3 GB,32 GB,Yes,4.3,7999,9999,2000,20.00200020002
